frequency (cm^-1),IR intensity,eda_syn.out,eda_anti.out,molecule 1
1150.911355,81.885439,71.396046,10.489394,81.885439
1151.396076,75.901506,65.914899,9.986607,75.901506
1151.722847,71.798787,62.192994,9.605793,71.798787
1151.743328,71.541406,61.960382,9.581024,71.541406
1151.964588,68.766497,59.458695,9.307801,68.766497
1152.056754,67.615797,58.424500,9.191297,67.615797
1152.249463,65.225499,56.281933,8.943566,65.225499
1152.938382,56.959420,48.927860,8.031560,56.959420
1153.423103,51.516067,44.128724,7.387343,51.516067
1153.749874,48.062394,41.101173,6.961221,48.062394
1153.770355,47.852171,40.917325,6.934845,47.852171
1153.991615,45.629812,38.976918,6.652894,45.629812
1154.083781,44.730853,38.193650,6.537203,44.730853
1154.276490,42.903196,36.604181,6.299015,42.903196
1154.965409,36.958036,31.463171,5.494866,36.958036
1155.407620,33.630653,28.607693,5.022960,33.630653
1155.450130,33.330726,28.351171,4.979555,33.330726
1155.776901,31.139802,26.482108,4.657694,31.139802
1155.797382,31.009159,26.370937,4.638221,31.009159
1156.018642,29.647045,25.213867,4.433178,29.647045
1156.110808,29.105905,24.755260,4.350645,29.105905
1156.303517,28.023247,23.839700,4.183548,28.023247
1156.992436,24.666770,21.020707,3.646064,24.666770
1157.434647,22.903455,19.554601,3.348854,22.903455
1157.477157,22.748820,19.426647,3.322173,22.748820
1157.803928,21.642051,18.514310,3.127741,21.642051
1157.824409,21.577363,18.461192,3.116171,21.577363
1158.045669,20.912106,17.916445,2.995661,20.912106
1158.137835,20.652625,17.704788,2.947838,20.652625
1158.330544,20.142143,17.289926,2.852217,20.142143
1159.019463,18.642147,16.086573,2.555574,18.642147
1159.461674,17.915342,15.516613,2.398729,17.915342
1159.504184,17.854118,15.469218,2.384900,17.854118
1159.830955,17.430113,15.144741,2.285372,17.430113
1159.851436,17.406179,15.126660,2.279518,17.406179
1160.072696,17.166349,14.947338,2.219011,17.166349
1160.164862,17.076231,14.881000,2.195231,17.076231
1160.357571,16.905464,14.757387,2.148077,16.905464
1161.046490,16.472541,14.467483,2.005058,16.472541
1161.488701,16.323531,14.392185,1.931345,16.323531
1161.531211,16.313971,14.389066,1.924905,16.313971
1161.857982,16.266574,14.387754,1.878820,16.266574
1161.878463,16.265095,14.388972,1.876124,16.265095
1162.099723,16.259877,14.411541,1.848335,16.259877
1162.191889,16.263384,14.425929,1.837455,16.263384
1162.384598,16.281173,14.465230,1.815943,16.281173
1163.073517,16.454731,14.703598,1.751133,16.454731
1163.515728,16.652292,14.934363,1.717929,16.652292
1163.558238,16.674739,14.959707,1.715033,16.674739
1163.885009,16.867450,15.173117,1.694334,16.867450
1163.905490,16.880719,15.187595,1.693124,16.880719
1164.126750,17.033081,15.352413,1.680668,17.033081
1164.218916,17.101449,15.425652,1.675797,17.101449
1164.411625,17.253842,15.587662,1.666181,17.253842
1165.100544,17.907322,16.269917,1.637404,17.907322
1165.542755,18.423229,16.800324,1.622905,18.423229
1165.585265,18.477134,16.855479,1.621655,18.477134
1165.912036,18.918523,17.305702,1.612821,18.918523
1165.932517,18.947839,17.335527,1.612311,18.947839
1166.153777,19.277645,17.670528,1.607118,19.277645
1166.245943,19.422349,17.817230,1.605118,19.422349
1166.438652,19.739578,18.138341,1.601236,19.739578
1167.127571,21.054948,19.464547,1.590401,21.054948
1167.569782,22.074186,20.488475,1.585711,22.074186
1167.612292,22.180474,20.595129,1.585345,22.180474
1167.939063,23.051480,21.468465,1.583015,23.051480
1167.959544,23.109418,21.526521,1.582897,23.109418
1168.180804,23.762411,22.180596,1.581815,23.762411
1168.272970,24.049699,22.468229,1.581470,24.049699
1168.465679,24.681423,23.100478,1.580945,24.681423
1169.154598,27.330783,25.749658,1.581125,27.330783
1169.596809,29.414073,27.831236,1.582837,29.414073
1169.639319,29.632588,28.049524,1.583064,29.632588
1169.966090,31.430445,29.845281,1.585164,31.430445
1169.986571,31.550430,29.965114,1.585316,31.550430
1170.207831,32.905416,31.318303,1.587113,32.905416
1170.299997,33.502848,31.914906,1.587942,33.502848
1170.492706,34.818534,33.228706,1.589828,34.818534
1170.796328,37.086674,35.493467,1.593207,37.086674
1171.181625,40.343553,38.745358,1.598196,40.343553
1171.623836,44.668090,43.063232,1.604858,44.668090
1171.666346,45.119727,43.514177,1.605550,45.119727
1171.993117,48.817920,47.206754,1.611166,48.817920
1172.013598,49.063518,47.451983,1.611535,49.063518
1172.234858,51.825621,50.209967,1.615654,51.825621
1172.327024,53.036557,51.419118,1.617439,53.036557
1172.519733,55.687761,54.066461,1.621300,55.687761
1173.208652,66.577856,64.941338,1.636518,66.577856
1173.650863,74.826818,73.179392,1.647426,74.826818
1173.693373,75.674743,74.026222,1.648521,75.674743
1174.020144,82.524782,80.867577,1.657205,82.524782
1174.040625,82.973938,81.316173,1.657765,82.973938
1174.261885,87.977519,86.313586,1.663932,87.977519
1174.354051,90.144033,88.477468,1.666565,90.144033
1174.546760,94.831556,93.159367,1.672189,94.831556
1175.235679,113.337742,111.644130,1.693611,113.337742
1175.677890,126.630150,124.921711,1.708439,126.630150
1175.720400,127.963913,126.254005,1.709909,127.963913
1176.047171,138.528606,136.807142,1.721463,138.528606
1176.067652,139.208607,137.486404,1.722203,139.208607
1176.288912,146.681791,144.951486,1.730305,146.681791
1176.381078,149.860751,148.127009,1.733742,149.860751
1177.262706,181.875810,180.107353,1.768457,181.875810
1177.704917,198.647406,196.860278,1.787128,198.647406
1178.074198,212.712573,210.909205,1.803369,212.712573
1178.094679,213.489252,211.684965,1.804287,213.489252
1178.315939,221.829232,220.014909,1.814323,221.829232
1178.408105,225.267094,223.448528,1.818567,225.267094
1179.289733,256.026242,254.165177,1.861065,256.026242
1179.731944,269.056304,267.172607,1.883697,269.056304
1180.025200,276.391915,274.492716,1.899200,276.391915
1180.101225,278.096547,276.193263,1.903284,278.096547
1180.121706,278.541019,276.636631,1.904388,278.541019
1180.342660,282.919844,281.003413,1.916431,282.919844
1180.342966,282.925372,281.008924,1.916448,282.925372
1180.435132,284.516531,282.594991,1.921539,284.516531
1181.316760,291.949538,289.977249,1.972288,291.949538
1181.758971,290.049846,288.050675,1.999171,290.049846
1182.052227,286.745616,284.728078,2.017538,286.745616
1182.128252,285.635223,283.612852,2.022371,285.635223
1182.148734,285.318790,283.295112,2.023678,285.318790
1182.369687,281.452960,279.415044,2.037916,281.452960
1182.369994,281.447038,279.409102,2.037936,281.447038
1182.462159,279.598545,277.554595,2.043950,279.598545
1183.343787,256.037099,253.933348,2.103751,256.037099
1183.785998,241.204232,239.068891,2.135341,241.204232
1184.079254,230.673681,228.516784,2.156897,230.673681
1184.155279,227.878689,225.716123,2.162566,227.878689
1184.175761,227.121956,224.957857,2.164099,227.121956
1184.396714,218.873314,216.692523,2.180792,218.873314
1184.397021,218.861780,216.680965,2.180815,218.861780
1184.489186,215.384272,213.196409,2.187863,215.384272
1185.370814,181.891689,179.633823,2.257866,181.891689
1185.813025,165.510438,163.215635,2.294803,165.510438
1186.106281,154.991874,152.671877,2.319996,154.991874
1186.182306,152.319349,149.992729,2.326620,152.319349
1186.202788,151.603481,149.275070,2.328411,151.603481
1186.423741,143.996789,141.648875,2.347913,143.996789
1186.424048,143.986390,141.638449,2.347941,143.986390
1186.516214,140.879269,138.523095,2.356174,140.879269
1187.397841,113.346059,110.908128,2.437931,113.346059
1187.840052,101.149265,98.668200,2.481065,101.149265
1188.133308,93.680564,91.170076,2.510488,93.680564
1188.209334,91.825197,89.306972,2.518224,91.825197
1188.229815,91.331044,88.810728,2.520316,91.331044
1188.450768,86.152696,83.609601,2.543096,86.152696
1188.451075,86.145707,83.602579,2.543128,86.145707
1188.543241,84.067960,81.515215,2.552745,84.067960
1189.424868,66.557240,63.908952,2.648288,66.557240
1189.867079,59.295695,56.596965,2.698731,59.295695
1190.160335,54.993668,52.260514,2.733155,54.993668
1190.236361,53.941738,51.199529,2.742209,53.941738
1190.256842,53.662687,50.918030,2.744657,53.662687
1190.477795,50.766571,47.995248,2.771323,50.766571
1190.478102,50.762696,47.991336,2.771360,50.762696
1190.570268,49.615032,46.832411,2.782621,49.615032
1191.451895,40.260192,37.365603,2.894589,40.260192
1191.894106,36.539200,33.585420,2.953779,36.539200
1192.187362,34.374403,31.380197,2.994206,34.374403
1192.263388,33.849210,30.844367,3.004843,33.849210
1192.283869,33.710150,30.702430,3.007720,33.710150
1192.504822,32.273058,29.233997,3.039061,32.273058
1192.505129,32.271143,29.232038,3.039105,32.271143
1192.597295,31.704586,28.652241,3.052346,31.704586
1193.478922,27.132079,23.947916,3.184163,27.132079
1193.921134,25.322371,22.068398,3.253973,25.322371
1194.214389,24.265907,20.964202,3.301704,24.265907
1194.290415,24.008770,20.694499,3.314271,24.008770
1194.310896,23.940616,20.622946,3.317670,23.940616
1194.531849,23.234262,19.879548,3.354715,23.234262
1194.532156,23.233318,19.878551,3.354767,23.233318
1194.624322,22.953651,19.583227,3.370424,22.953651
1195.505949,20.657543,17.130982,3.526561,20.657543
1195.948161,19.719754,16.110315,3.609439,19.719754
1196.241416,19.161125,15.494943,3.666182,19.161125
1196.317442,19.023708,15.342576,3.681132,19.023708
1196.337923,18.987184,15.302008,3.685176,18.987184
1196.558876,18.606025,14.876751,3.729274,18.606025
1196.559183,18.605512,14.876176,3.729335,18.605512
1196.651349,18.453212,14.705227,3.747986,18.453212
1197.532976,17.169168,13.234839,3.934329,17.169168
1197.975188,16.625788,12.592273,4.033514,16.625788
1198.268443,16.296690,12.195160,4.101530,16.296690
1198.344469,16.215134,12.095669,4.119464,16.215134
1198.364950,16.193418,12.069101,4.124317,16.193418
1198.585903,15.965846,11.788586,4.177260,15.965846
1198.586210,15.965539,11.788205,4.177334,15.965539
1198.678376,15.874141,11.674401,4.199741,15.874141
1199.560003,15.095101,10.670958,4.424143,15.095101
1200.002215,14.762902,10.218931,4.543971,14.762902
1200.295470,14.561965,9.935668,4.626297,14.561965
1200.371496,14.512274,9.864249,4.648025,14.512274
1200.391977,14.499053,9.845147,4.653906,14.499053
1200.612930,14.360809,9.642704,4.718106,14.360809
1200.613237,14.360623,9.642427,4.718196,14.360623
1200.705403,14.305295,9.559905,4.745390,14.305295
1201.587030,13.841570,8.823095,5.018475,13.841570
1201.606758,13.832491,8.807625,5.024866,13.832491
1202.029242,13.650994,8.486149,5.164846,13.650994
1202.322497,13.539155,8.273529,5.265626,13.539155
1202.398523,13.512003,8.219749,5.292254,13.512003
1202.419004,13.504816,8.205353,5.299463,13.504816
1202.639957,13.430709,8.052486,5.378223,13.430709
1202.640264,13.430610,8.052277,5.378333,13.430610
1202.732430,13.401536,7.989809,5.411727,13.401536
1203.614057,13.176330,7.428209,5.748122,13.176330
1204.056269,13.098351,7.169146,5.929205,13.098351
1204.349524,13.059162,7.004962,6.054199,13.059162
1204.425550,13.050614,6.963347,6.087268,13.050614
1204.446031,13.048425,6.952201,6.096224,13.048425
1204.666984,13.027842,6.833694,6.194148,13.027842
1204.667291,13.027817,6.833531,6.194286,13.027817
1204.759457,13.020874,6.785022,6.235851,13.020874
1205.641084,13.002874,6.346781,6.656093,13.002874
1206.083296,13.026754,6.143310,6.883444,13.026754
1206.376551,13.054751,6.013921,7.040830,13.054751
1206.452577,13.063600,5.981070,7.082530,13.063600
1206.473058,13.066096,5.972268,7.093828,13.066096
1206.694011,13.096065,5.878581,7.217485,13.096065
1206.694318,13.096111,5.878452,7.217658,13.096111
1206.786484,13.110265,5.840051,7.270215,13.110265
1207.668111,13.295546,5.491713,7.803833,13.295546
1208.110323,13.423321,5.329102,8.094219,13.423321
1208.403578,13.521333,5.225397,8.295936,13.521333
1208.479604,13.548506,5.199030,8.349476,13.548506
1208.500085,13.555952,5.191963,8.363989,13.555952
1208.721038,13.639694,5.116670,8.523024,13.639694
1208.721345,13.639814,5.116567,8.523247,13.639814
1208.813511,13.676615,5.085669,8.590946,13.676615
1209.695138,14.086332,4.804411,9.281921,14.086332
1210.137350,14.333240,4.672494,9.660745,14.333240
1210.430605,14.513249,4.588153,9.925096,14.513249
1210.506631,14.562112,4.566683,9.995429,14.562112
1210.527112,14.575433,4.560926,10.014507,14.575433
1210.748065,14.723456,4.499547,10.223908,14.723456
1210.748372,14.723666,4.499463,10.224203,14.723666
1210.840538,14.787789,4.474249,10.313540,14.787789
1211.722165,15.476471,4.244029,11.232442,15.476471
1212.164377,15.877753,4.135604,11.742148,15.877753
1212.457632,16.166704,4.066130,12.100574,16.166704
1212.533658,16.244763,4.048425,12.196338,16.244763
1212.554139,16.266020,4.043676,12.222344,16.266020
1212.775092,16.501663,3.993013,12.508650,16.501663
1212.775399,16.501998,3.992943,12.509055,16.501998
1212.867565,16.603807,3.972112,12.631695,16.603807
1213.749192,17.693406,3.781397,13.912009,17.693406
1214.191404,18.330048,3.691252,14.638796,18.330048
1214.484659,18.791248,3.633378,15.157869,18.791248
1214.560685,18.916354,3.618616,15.297738,18.916354
1214.581166,18.950464,3.614655,15.335809,18.950464
1214.802119,19.329867,3.572375,15.757493,19.329867
1214.802426,19.330409,3.572317,15.758092,19.330409
1214.894592,19.495100,3.554918,15.940182,19.495100
1215.776219,21.292038,3.395256,17.896783,21.292038
1216.218431,22.374647,3.319547,19.055100,22.374647
1216.511686,23.174929,3.270858,19.904071,23.174929
1216.587712,23.394344,3.258428,20.135916,23.394344
1216.608193,23.454341,3.255093,20.199248,23.454341
1216.829146,24.126582,3.219465,20.907117,24.126582
1216.829453,24.127548,3.219416,20.908131,24.127548
1216.921619,24.422140,3.204746,21.217394,24.422140
1217.803246,27.737958,3.069830,24.668127,27.737958
1218.245458,29.813548,3.005676,26.807872,29.813548
1218.538714,31.377794,2.964356,28.413438,31.377794
1218.614739,31.810459,2.953799,28.856660,31.810459
1218.635220,31.929026,2.950966,28.978060,31.929026
1218.856174,33.264567,2.920687,30.343880,33.264567
1218.856480,33.266493,2.920646,30.345848,33.266493
1218.948646,33.855479,2.908170,30.947309,33.855479
1219.830274,40.587093,2.793227,37.793866,40.587093
1220.272485,44.845333,2.738434,42.106900,44.845333
1220.565741,48.054621,2.703096,45.351525,48.054621
1220.641766,48.940969,2.694061,46.246908,48.940969
1220.883201,51.912932,2.665709,49.247222,51.912932
1220.975673,53.116947,2.654985,50.461962,53.116947
1221.857301,66.620988,2.556347,64.064641,66.620988
1222.299512,74.926337,2.509223,72.417114,74.926337
1222.592768,81.057434,2.478796,78.578638,81.057434
1222.668793,82.731410,2.471013,80.260397,82.731410
1222.910228,88.284263,2.446575,85.837687,88.284263
1223.002700,90.507923,2.437327,88.070596,90.507923
1223.884328,114.487608,2.352142,112.135467,114.487608
1224.326539,128.435905,2.311367,126.124537,128.435905
1224.619795,138.382108,2.285014,136.097095,138.382108
1224.695820,141.048865,2.278269,138.770596,141.048865
1224.937255,149.751242,2.257083,147.494159,149.751242
1225.911355,188.088806,2.175089,185.913717,188.088806
1226.353566,206.820647,2.139624,204.681023,206.820647
1226.646822,219.510157,2.116682,217.393474,219.510157
1226.964282,233.345433,2.092351,231.253083,233.345433
1227.938382,274.635591,2.020823,272.614769,274.635591
1228.380593,291.590505,1.989840,289.600665,291.590505
1228.673849,301.739637,1.969783,299.769854,301.739637
1228.991309,311.456738,1.948499,309.508239,311.456738
1229.965409,330.435726,1.885862,328.549864,330.435726
1230.407620,332.585569,1.858700,330.726869,332.585569
1230.700876,331.608254,1.841107,329.767147,331.608254
1231.018336,328.420590,1.822430,326.598159,328.420590
1231.992436,306.291399,1.767423,304.523975,306.291399
1232.417188,291.984211,1.744482,290.239729,291.984211
1232.434647,291.350378,1.743552,289.606825,291.350378
1232.727903,280.257992,1.728086,278.529906,280.257992
1233.045363,267.465977,1.711664,265.754313,267.465977
1234.019463,225.566972,1.663280,223.903692,225.566972
1234.461674,206.335865,1.642279,204.693586,206.335865
1234.754930,193.807905,1.628672,192.179232,193.807905
1235.072390,180.572609,1.614225,178.958384,180.572609
1236.046490,142.958250,1.571675,141.386575,142.958250
1236.488701,127.697256,1.553218,126.144038,127.697256
1236.781957,118.266641,1.541267,116.725374,118.266641
1237.099417,108.692798,1.528585,107.164214,108.692798
1238.073517,83.423859,1.491296,81.932563,83.423859
1238.515728,73.919697,1.475165,72.444532,73.919697
1238.808984,68.249509,1.464739,66.784770,68.249509
1239.126444,62.647691,1.453697,61.193994,62.647691
1240.100544,48.583971,1.421409,47.162562,48.583971
1240.542755,43.551680,1.407561,42.144120,43.551680
1240.836011,40.611014,1.398664,39.212350,40.611014
1241.153471,37.747298,1.389299,36.357998,37.747298
1242.127571,30.702835,1.362392,29.340442,30.702835
1242.569782,28.210186,1.351162,26.859023,28.210186
