frequency (cm^-1),IR intensity,eda_syn.out,eda_anti.out,molecule 1
326.985354,1.099789,0.782545,0.317244,1.099789
327.305605,1.170963,0.844037,0.326925,1.170963
328.497244,1.509616,1.141315,0.368301,1.509616
328.560241,1.531251,1.160486,0.370764,1.531251
328.646506,1.561554,1.187364,0.374190,1.561554
328.717880,1.587228,1.210157,0.377071,1.587228
329.012381,1.699121,1.309690,0.389431,1.699121
329.332632,1.832205,1.428395,0.403810,1.832205
330.524271,2.443228,1.975030,0.468198,2.443228
330.587268,2.480984,2.008794,0.472190,2.480984
330.673533,2.533613,2.055843,0.477770,2.533613
331.039408,2.768900,2.265884,0.503016,2.768900
331.359659,2.991059,2.463611,0.527448,2.991059
332.551298,3.949588,3.306203,0.643385,3.949588
332.614295,4.005811,3.354938,0.650873,4.005811
332.700560,4.083641,3.422252,0.661389,4.083641
333.066435,4.424112,3.714502,0.709610,4.424112
333.386686,4.734786,3.977661,0.757125,4.734786
334.578325,5.962148,4.973349,0.988799,5.962148
334.641322,6.028551,5.024633,1.003918,6.028551
335.093462,6.502935,5.380445,1.122491,6.502935
335.413713,6.832396,5.614355,1.218042,6.832396
336.605352,7.932321,6.259535,1.672787,7.932321
336.668349,7.982275,6.280594,1.701681,7.982275
337.120489,8.309916,6.385124,1.924792,8.309916
337.440740,8.507379,6.407265,2.100114,8.507379
338.632379,8.997975,6.113509,2.884465,8.997975
338.695376,9.014754,6.083000,2.931754,9.014754
338.914727,9.067756,5.966905,3.100850,9.067756
339.147516,9.116021,5.828329,3.287692,9.116021
339.467767,9.172078,5.615477,3.556601,9.172078
340.659406,9.336768,4.680188,4.656580,9.336768
340.722403,9.345342,4.627456,4.717886,9.345342
341.174543,9.409237,4.247417,5.161820,9.409237
341.494794,9.456675,3.979913,5.476762,9.456675
342.686433,9.613044,3.040788,6.572256,9.613044
342.749430,9.618167,2.994735,6.623432,9.618167
343.201570,9.635978,2.677252,6.958726,9.635978
343.521821,9.622748,2.467007,7.155741,9.622748
344.713460,9.297968,1.797564,7.500404,9.297968
344.776457,9.266570,1.767143,7.499428,9.266570
345.228597,8.997122,1.562977,7.434145,8.997122
345.548848,8.761065,1.432957,7.328108,8.761065
346.740487,7.619019,1.045146,6.573873,7.619019
346.803484,7.550238,1.028436,6.521802,7.550238
347.255624,7.042777,0.918248,6.124530,7.042777
347.575875,6.674066,0.849795,5.824271,6.674066
348.767514,5.312430,0.652597,4.659832,5.312430
348.830511,5.243075,0.644290,4.598785,5.243075
349.282651,4.758270,0.589737,4.168533,4.758270
349.602902,4.430559,0.555948,3.874611,4.430559
350.794541,3.347049,0.457660,2.889388,3.347049
350.857538,3.296164,0.453435,2.842729,3.296164
351.309678,2.950320,0.425353,2.524967,2.950320
351.629929,2.725819,0.407588,2.318231,2.725819
352.821568,2.032813,0.353376,1.679437,2.032813
352.884565,2.002050,0.350932,1.651119,2.002050
353.336705,1.797063,0.334382,1.462681,1.797063
353.656956,1.667762,0.323613,1.344149,1.667762
354.848595,1.286361,0.289104,0.997257,1.286361
354.911592,1.270006,0.287486,0.982520,1.270006
355.363732,1.162094,0.276387,0.885707,1.162094
355.683983,1.094866,0.269031,0.825835,1.094866
356.875622,0.898552,0.244798,0.653754,0.898552
356.938619,0.890124,0.243638,0.646486,0.890124
357.390759,0.834249,0.235637,0.598612,0.834249
357.711010,0.799070,0.230289,0.568782,0.799070
358.902649,0.693060,0.212445,0.480615,0.693060
358.965646,0.688342,0.211584,0.476758,0.688342
359.417786,0.656556,0.205622,0.450934,0.656556
359.738037,0.636031,0.201621,0.434410,0.636031
360.929676,0.571131,0.188191,0.382939,0.571131
360.992674,0.568119,0.187540,0.380579,0.568119
361.444814,0.547534,0.183027,0.364507,0.547534
361.765064,0.533958,0.179992,0.353966,0.533958
362.956703,0.489578,0.169778,0.319801,0.489578
363.019701,0.487468,0.169282,0.318186,0.487468
363.471841,0.472932,0.165841,0.307090,0.472932
363.792091,0.463245,0.163528,0.299718,0.463245
364.983730,0.431117,0.155743,0.275374,0.431117
365.046728,0.429574,0.155366,0.274209,0.429574
365.498868,0.418919,0.152749,0.266170,0.418919
365.819118,0.411795,0.150993,0.260803,0.411795
367.010757,0.388074,0.145112,0.242963,0.388074
367.073755,0.386934,0.144828,0.242106,0.386934
367.525895,0.379054,0.142868,0.236186,0.379054
367.846145,0.373788,0.141559,0.232230,0.373788
369.037784,0.356313,0.137230,0.219083,0.356313
369.100782,0.355477,0.137024,0.218452,0.355477
369.552922,0.349714,0.135611,0.214103,0.349714
369.725156,0.347627,0.135102,0.212525,0.347627
369.873172,0.345880,0.134677,0.211203,0.345880
371.064811,0.333317,0.131678,0.201639,0.333317
371.127809,0.332724,0.131540,0.201184,0.332724
371.579949,0.328668,0.130606,0.198062,0.328668
371.900199,0.326003,0.130006,0.195997,0.326003
373.091838,0.317542,0.128217,0.189325,0.317542
373.154836,0.317156,0.128141,0.189015,0.317156
373.606976,0.314568,0.127657,0.186911,0.314568
373.927226,0.312923,0.127375,0.185548,0.312923
375.118865,0.308143,0.126769,0.181375,0.308143
375.181863,0.307949,0.126756,0.181193,0.307949
375.634003,0.306729,0.126728,0.180000,0.306729
375.954254,0.306049,0.126773,0.179276,0.306049
377.145892,0.304883,0.127429,0.177454,0.304883
377.208890,0.304883,0.127486,0.177397,0.304883
377.661030,0.305067,0.127965,0.177101,0.305067
377.981281,0.305399,0.128381,0.177018,0.305399
379.172919,0.308197,0.130531,0.177665,0.308197
379.235917,0.308417,0.130674,0.177744,0.308417
379.688057,0.310232,0.131788,0.178445,0.310232
380.008308,0.311775,0.132681,0.179095,0.311775
381.199946,0.319641,0.136883,0.182758,0.319641
381.262944,0.320161,0.137149,0.183012,0.320161
381.715084,0.324253,0.139213,0.185040,0.324253
382.035335,0.327561,0.140851,0.186710,0.327561
383.226974,0.343559,0.148566,0.194993,0.343559
383.289971,0.344599,0.149060,0.195539,0.344599
383.742111,0.352762,0.152918,0.199844,0.352762
384.062362,0.359373,0.156023,0.203350,0.359373
385.254001,0.391847,0.171126,0.220720,0.391847
385.316998,0.393988,0.172116,0.221871,0.393988
385.769138,0.410909,0.179923,0.230986,0.410909
386.089389,0.424734,0.186281,0.238453,0.424734
387.281028,0.493303,0.217614,0.275689,0.493303
387.344025,0.497828,0.219672,0.278156,0.497828
387.796165,0.533484,0.235848,0.297636,0.533484
388.116416,0.562406,0.248923,0.313483,0.562406
388.501220,0.601637,0.266598,0.335039,0.601637
389.308055,0.701882,0.311474,0.390408,0.701882
389.371052,0.710832,0.315462,0.395370,0.710832
389.823192,0.780243,0.346298,0.433945,0.780243
390.143443,0.835143,0.370575,0.464568,0.835143
390.528247,0.907709,0.402522,0.505187,0.907709
391.335082,1.084153,0.479580,0.604573,1.084153
391.398079,1.099332,0.486170,0.613161,1.099332
391.850219,1.214154,0.535831,0.678323,1.214154
392.170470,1.301571,0.573416,0.728155,1.301571
392.555274,1.412890,0.621002,0.791888,1.412890
393.362109,1.665409,0.727762,0.937647,1.665409
393.425106,1.686009,0.736394,0.949615,1.686009
393.877246,1.836379,0.799017,1.037362,1.836379
394.197497,1.944495,0.843576,1.100919,1.944495
394.582301,2.074260,0.896449,1.177811,2.074260
395.389136,2.334676,0.999849,1.334827,2.334676
395.452133,2.353730,1.007223,1.346507,2.353730
395.904273,2.481947,1.055833,1.426114,2.481947
396.224524,2.561478,1.084760,1.476719,2.561478
396.609328,2.641318,1.112152,1.529166,2.641318
397.416163,2.739516,1.138687,1.600829,2.739516
397.479160,2.742751,1.138852,1.603899,2.742751
397.931300,2.746004,1.131786,1.614218,2.746004
398.251551,2.727145,1.118260,1.608885,2.727145
398.636355,2.682263,1.093386,1.588878,2.682263
399.443190,2.519726,1.015962,1.503763,2.519726
399.506187,2.503776,1.008769,1.495006,2.503776
399.958327,2.378698,0.953634,1.425065,2.378698
400.278578,2.281057,0.911732,1.369325,2.281057
400.535586,2.198843,0.877004,1.321838,2.198843
400.663382,2.157017,0.859497,1.297521,2.157017
401.470217,1.886087,0.748095,1.137993,1.886087
401.533214,1.864841,0.739480,1.125361,1.864841
401.985354,1.713898,0.678694,1.035203,1.713898
402.305605,1.609657,0.637105,0.972552,1.609657
402.690409,1.488644,0.589185,0.899459,1.488644
402.806160,1.453308,0.575262,0.878046,1.453308
403.497244,1.254267,0.497406,0.756861,1.254267
403.560241,1.237218,0.490782,0.746436,1.237218
404.012381,1.120590,0.445656,0.674934,1.120590
404.332632,1.044223,0.416290,0.627933,1.044223
404.717436,0.959401,0.383849,0.575553,0.959401
404.833187,0.935365,0.374690,0.560675,0.935365
405.524271,0.805773,0.325594,0.480179,0.805773
405.587268,0.795115,0.321578,0.473537,0.795115
406.039408,0.724014,0.294880,0.429134,0.724014
406.359659,0.679136,0.278116,0.401020,0.679136
406.744463,0.630819,0.260149,0.370670,0.630819
406.860214,0.617416,0.255181,0.362235,0.617416
407.551298,0.547314,0.229316,0.317998,0.547314
407.614295,0.541709,0.227258,0.314451,0.541709
408.066435,0.504913,0.213781,0.291132,0.504913
408.386686,0.482210,0.205501,0.276709,0.482210
408.683980,0.463359,0.198648,0.264711,0.463359
408.771490,0.458188,0.196772,0.261416,0.458188
408.887241,0.451596,0.194383,0.257213,0.451596
409.578325,0.417556,0.182094,0.235462,0.417556
409.641322,0.414860,0.181125,0.233735,0.414860
410.093462,0.397224,0.174800,0.222423,0.397224
410.413713,0.386365,0.170923,0.215442,0.386365
410.711007,0.377336,0.167710,0.209626,0.377336
410.798517,0.374854,0.166829,0.208025,0.374854
410.914268,0.371685,0.165706,0.205979,0.371685
411.605352,0.355176,0.159888,0.195288,0.355176
411.668349,0.353853,0.159425,0.194428,0.353853
412.120489,0.345120,0.156382,0.188738,0.345120
412.440740,0.339656,0.154494,0.185162,0.339656
412.738034,0.335050,0.152916,0.182134,0.335050
412.825544,0.333772,0.152481,0.181292,0.333772
412.941295,0.332133,0.151924,0.180209,0.332133
413.632379,0.323436,0.149011,0.174425,0.323436
413.695376,0.322727,0.148777,0.173950,0.322727
414.147516,0.317997,0.147238,0.170760,0.317997
414.765061,0.312441,0.145484,0.166957,0.312441
414.852571,0.311729,0.145265,0.166464,0.311729
414.968322,0.310813,0.144986,0.165828,0.310813
415.659406,0.305932,0.143549,0.162383,0.305932
415.722403,0.305533,0.143437,0.162097,0.305533
416.174543,0.302879,0.142713,0.160166,0.302879
416.792088,0.299796,0.141945,0.157851,0.299796
416.879598,0.299406,0.141856,0.157551,0.299406
416.995349,0.298908,0.141745,0.157163,0.298908
417.686433,0.296315,0.141240,0.155075,0.296315
417.749430,0.296110,0.141207,0.154903,0.296110
418.201570,0.294782,0.141032,0.153750,0.294782
418.819115,0.293356,0.140958,0.152398,0.293356
418.906625,0.293188,0.140962,0.152226,0.293188
419.022376,0.292979,0.140973,0.152006,0.292979
419.713460,0.292020,0.141165,0.150854,0.292020
419.776457,0.291956,0.141193,0.150763,0.291956
420.228597,0.291612,0.141443,0.150168,0.291612
420.846142,0.291448,0.141921,0.149526,0.291448
420.933652,0.291452,0.142001,0.149450,0.291452
421.049403,0.291468,0.142112,0.149356,0.291468
421.803484,0.291850,0.142960,0.148891,0.291850
422.255624,0.292304,0.143571,0.148733,0.292304
422.873169,0.293183,0.144527,0.148656,0.293183
422.960679,0.293331,0.144673,0.148658,0.293331
423.076430,0.293536,0.144871,0.148664,0.293536
423.830511,0.295115,0.146279,0.148836,0.295115
424.282651,0.296260,0.147218,0.149042,0.296260
424.900196,0.298059,0.148616,0.149443,0.298059
424.987706,0.298335,0.148825,0.149510,0.298335
425.103457,0.298709,0.149105,0.149604,0.298709
425.857538,0.301372,0.151044,0.150328,0.301372
426.309678,0.303155,0.152301,0.150854,0.303155
426.927223,0.305815,0.154133,0.151682,0.305815
427.014734,0.306213,0.154403,0.151809,0.306213
427.130484,0.306747,0.154765,0.151982,0.306747
427.884565,0.310449,0.157238,0.153211,0.310449
428.336705,0.312853,0.158818,0.154035,0.312853
428.954250,0.316363,0.161097,0.155265,0.316363
429.041761,0.316881,0.161432,0.155450,0.316881
429.157511,0.317575,0.161878,0.155697,0.317575
429.911592,0.322325,0.164913,0.157412,0.322325
430.363732,0.325365,0.166837,0.158528,0.325365
430.981277,0.329754,0.169597,0.160156,0.329754
431.068788,0.330398,0.170001,0.160397,0.330398
431.184538,0.331259,0.170539,0.160719,0.331259
431.346016,0.332476,0.171300,0.161176,0.332476
431.938619,0.337112,0.174186,0.162925,0.337112
432.390759,0.340828,0.176490,0.164338,0.340828
433.008304,0.346162,0.179785,0.166377,0.346162
433.095815,0.346942,0.180265,0.166676,0.346942
433.211565,0.347984,0.180907,0.167077,0.347984
433.965646,0.355040,0.185243,0.169797,0.355040
434.417786,0.359501,0.187978,0.171524,0.359501
435.035331,0.365884,0.191882,0.174002,0.365884
435.122842,0.366816,0.192451,0.174365,0.366816
435.238592,0.368060,0.193211,0.174848,0.368060
435.992674,0.376469,0.198343,0.178126,0.376469
436.444814,0.381773,0.201576,0.180197,0.381773
437.062358,0.389351,0.206193,0.183158,0.389351
437.149869,0.390456,0.206866,0.183590,0.390456
437.265619,0.391932,0.207764,0.184167,0.391932
438.019701,0.401897,0.213832,0.188065,0.401897
438.471841,0.408179,0.217657,0.190521,0.408179
439.089385,0.417148,0.223121,0.194028,0.417148
439.176896,0.418457,0.223918,0.194539,0.418457
439.292646,0.420203,0.224982,0.195221,0.420203
440.046728,0.431998,0.232172,0.199825,0.431998
440.498868,0.439434,0.236710,0.202724,0.439434
441.116412,0.450057,0.243199,0.206858,0.450057
441.203923,0.451608,0.244147,0.207461,0.451608
441.319674,0.453676,0.245411,0.208265,0.453676
442.073755,0.467660,0.253971,0.213690,0.467660
442.525895,0.476486,0.259382,0.217104,0.476486
443.008140,0.486284,0.265398,0.220887,0.486284
443.143439,0.489108,0.267133,0.221975,0.489108
443.230950,0.490951,0.268266,0.222685,0.490951
443.346701,0.493411,0.269779,0.223632,0.493411
444.100782,0.510062,0.280036,0.230026,0.510062
444.552922,0.520589,0.286535,0.234053,0.520589
445.035167,0.532293,0.293776,0.238517,0.532293
445.170466,0.535668,0.295867,0.239801,0.535668
445.257977,0.537874,0.297234,0.240640,0.537874
445.373728,0.540818,0.299060,0.241758,0.540818
446.127809,0.560777,0.311463,0.249314,0.560777
446.579949,0.573427,0.319349,0.254079,0.573427
447.062194,0.587524,0.328159,0.259365,0.587524
447.197494,0.591596,0.330708,0.260887,0.591596
447.285004,0.594258,0.332376,0.261881,0.594258
447.400755,0.597813,0.334605,0.263208,0.597813
448.154836,0.621978,0.349800,0.272178,0.621978
448.606976,0.637352,0.359508,0.277844,0.637352
449.089221,0.654542,0.370403,0.284139,0.654542
449.224521,0.659520,0.373566,0.285954,0.659520
449.312031,0.662776,0.375637,0.287139,0.662776
449.427782,0.667130,0.378409,0.288721,0.667130
450.181863,0.696839,0.397401,0.299438,0.696839
450.634003,0.715854,0.409633,0.306221,0.715854
451.116248,0.737224,0.423453,0.313771,0.737224
451.251548,0.743435,0.427485,0.315950,0.743435
451.339058,0.747504,0.430130,0.317374,0.747504
451.454809,0.752951,0.433675,0.319275,0.752951
452.208890,0.790331,0.458153,0.332178,0.790331
452.661030,0.814454,0.474087,0.340367,0.814454
453.143275,0.841748,0.492246,0.349502,0.841748
453.278575,0.849715,0.497573,0.352142,0.849715
453.366085,0.854944,0.501076,0.353868,0.854944
453.481836,0.861952,0.505778,0.356174,0.861952
454.235917,0.910354,0.538496,0.371858,0.910354
454.688057,0.941842,0.559998,0.381844,0.941842
455.170302,0.977670,0.584660,0.393010,0.977670
455.305602,0.988163,0.591920,0.396243,0.988163
455.393112,0.995056,0.596698,0.398358,0.995056
455.508863,1.004306,0.603120,0.401186,1.004306
456.262944,1.068408,0.647943,0.420465,1.068408
456.715084,1.110251,0.677466,0.432785,1.110251
457.197329,1.157920,0.711318,0.446603,1.157920
457.332629,1.171884,0.721273,0.450611,1.171884
457.420139,1.181058,0.727821,0.453236,1.181058
457.535890,1.193365,0.736618,0.456747,1.193365
458.289971,1.278549,0.797789,0.480760,1.278549
458.742111,1.333993,0.837824,0.496169,1.333993
459.224356,1.396954,0.883440,0.513513,1.396954
459.359656,1.415352,0.896795,0.518557,1.415352
459.447166,1.427428,0.905565,0.521862,1.427428
459.562917,1.443614,0.917327,0.526287,1.443614
460.316998,1.555216,0.998559,0.556656,1.555216
460.769138,1.627488,1.051244,0.576244,1.627488
461.251383,1.709297,1.110916,0.598380,1.709297
461.386683,1.733170,1.128334,0.604836,1.733170
461.474193,1.748834,1.139764,0.609070,1.748834
461.589944,1.769828,1.155083,0.614745,1.769828
462.156445,1.877345,1.233577,0.643769,1.877345
462.344025,1.914821,1.260960,0.653861,1.914821
462.796165,2.009476,1.330230,0.679246,2.009476
463.278410,2.118173,1.410087,0.708086,2.118173
463.413710,2.150330,1.433803,0.716527,2.150330
463.501220,2.171560,1.449488,0.722072,2.171560
463.616971,2.200187,1.470676,0.729511,2.200187
464.371052,2.404575,1.623472,0.781104,2.404575
464.823192,2.545643,1.730753,0.814890,2.545643
465.305437,2.716130,1.862538,0.853592,2.716130
465.440737,2.768337,1.903349,0.864987,2.768337
465.528247,2.803237,1.930746,0.872490,2.803237
465.643998,2.850836,1.968257,0.882580,2.850836
466.398079,3.206921,2.253609,0.953311,3.206921
466.850219,3.466151,2.465718,1.000433,3.466151
467.332464,3.789227,2.733927,1.055299,3.789227
467.467764,3.889646,2.817995,1.071651,3.889646
467.555274,3.957062,2.874593,1.082468,3.957062
467.671025,4.049320,2.952239,1.097080,4.049320
468.425106,4.745419,3.543634,1.201785,4.745419
468.808980,5.171237,3.908734,1.262503,5.171237
468.877246,5.252577,3.978666,1.273911,5.252577
469.359491,5.879302,4.518850,1.360452,5.879302
469.494791,6.072411,4.685624,1.386787,6.072411
469.582301,6.201551,4.797202,1.404349,6.201551
469.698052,6.377596,4.949351,1.428245,6.377596
470.001860,6.868927,5.374081,1.494847,6.868927
470.452133,7.679143,6.073900,1.605243,7.679143
470.836007,8.451795,6.739518,1.712277,8.451795
470.904273,8.597406,6.864685,1.732721,8.597406
471.386518,9.698890,7.807978,1.890912,9.698890
471.521818,10.031273,8.091221,1.940052,10.031273
471.609328,10.251783,8.278729,1.973054,10.251783
471.725079,10.550156,8.531914,2.018242,10.550156
472.028887,11.369763,9.224016,2.145747,11.369763
472.479160,12.681638,10.320413,2.361226,12.681638
472.863034,13.890264,11.316583,2.573681,13.890264
472.931300,14.113673,11.499130,2.614543,14.113673
473.413545,15.761433,12.828790,2.932643,15.761433
473.548845,16.244574,13.212704,3.031870,16.244574
473.636355,16.561623,13.463070,3.098553,16.561623
473.752106,16.986278,13.796396,3.189883,16.986278
474.055914,18.127556,14.680162,3.447394,18.127556
474.890061,21.413325,17.110284,4.303041,21.413325
475.440572,23.637093,18.632860,5.004233,23.637093
475.575872,24.181123,18.986159,5.194964,24.181123
475.663382,24.531316,19.208949,5.322367,24.531316
475.779133,24.991842,19.495997,5.495845,24.991842
476.082941,26.180640,20.201957,5.978683,26.180640
476.917088,29.194805,21.676168,7.518637,29.194805
477.467599,30.883211,22.170530,8.712681,30.883211
477.602899,31.253013,22.225222,9.027791,31.253013
477.690409,31.482145,22.246061,9.236084,31.482145
477.806160,31.772919,22.255970,9.516948,31.772919
478.109968,32.468821,22.186312,10.282509,32.468821
478.944115,33.894136,21.315834,12.578302,33.894136
479.494626,34.492540,20.272816,14.219724,34.492540
479.629926,34.605046,19.971083,14.633963,34.605046
479.717436,34.671331,19.767795,14.903536,34.671331
479.833187,34.751560,19.489846,15.261714,34.751560
480.136995,34.924514,18.717328,16.207186,34.924514
480.971142,35.151283,16.381708,18.769575,35.151283
481.521654,35.105113,14.768443,20.336670,35.105113
481.656953,35.066707,14.372436,20.694272,35.066707
481.744463,35.035529,14.117218,20.918310,35.035529
481.860214,34.986223,13.781126,21.205097,34.986223
482.164022,34.809454,12.909879,21.899575,34.809454
482.998169,33.900084,10.641443,23.258641,33.900084
483.548681,32.892376,9.277633,23.614743,32.892376
483.683980,32.590603,8.961215,23.629388,32.590603
483.771490,32.383969,8.760677,23.623292,32.383969
483.887241,32.096932,8.500459,23.596473,32.096932
484.191049,31.270830,7.845169,23.425661,31.270830
485.025196,28.519441,6.255210,22.264230,28.519441
485.575708,26.410352,5.371408,21.038944,26.410352
485.711007,25.868746,5.173544,20.695203,25.868746
485.798517,25.514941,5.049507,20.465433,25.514941
485.914268,25.043451,4.890122,20.153329,25.043451
486.218076,23.792563,4.496474,19.296088,23.792563
487.052223,20.351764,3.586056,16.765707,20.351764
487.602735,18.159325,3.106282,15.053043,18.159325
487.738034,17.637176,3.001317,14.635858,17.637176
487.825544,17.303546,2.935957,14.367589,17.303546
487.941295,16.867449,2.852458,14.014991,16.867449
488.245103,15.752865,2.648506,13.104359,15.752865
489.079250,12.941840,2.187768,10.754072,12.941840
489.629762,11.303597,1.949431,9.354166,11.303597
489.765061,10.928198,1.897477,9.030722,10.928198
489.852571,10.691124,1.865131,8.825993,10.691124
489.968322,10.384441,1.823801,8.560640,10.384441
490.272130,9.616628,1.722690,7.893938,9.616628
491.106277,7.777105,1.491593,6.285512,7.777105
491.656789,6.766062,1.368760,5.397302,6.766062
491.792088,6.540528,1.341481,5.199047,6.540528
491.879598,6.399264,1.324386,5.074879,6.399264
491.995349,6.217857,1.302405,4.915452,6.217857
492.299157,5.770233,1.247901,4.522332,5.770233
492.966875,4.920527,1.142146,3.778381,4.920527
493.133304,4.734937,1.118364,3.616573,4.734937
493.683816,4.186957,1.045822,3.141135,4.186957
493.819115,4.066565,1.029287,3.037278,4.066565
493.906625,3.991474,1.018840,2.972634,3.991474
494.022376,3.895386,1.005308,2.890077,3.895386
494.326184,3.659804,0.971258,2.688546,3.659804
495.160331,3.120984,0.887303,2.233682,3.120984
495.710843,2.836706,0.838341,1.998365,2.836706
495.846142,2.774022,0.826985,1.947038,2.774022
495.933652,2.734847,0.819773,1.915074,2.734847
496.049403,2.684609,0.810388,1.874221,2.684609
496.353211,2.560774,0.786565,1.774209,2.560774
497.187358,2.271715,0.726608,1.545106,2.271715
497.737870,2.113804,0.690899,1.422905,2.113804
497.873169,2.078260,0.682545,1.395716,2.078260
497.960679,2.055891,0.677225,1.378666,2.055891
498.076430,2.027019,0.670288,1.356731,2.027019
498.380238,1.954884,0.652601,1.302284,1.954884
499.214385,1.780159,0.607622,1.172537,1.780159
499.764897,1.680224,0.580538,1.099686,1.680224
499.900196,1.657237,0.574171,1.083066,1.657237
499.987706,1.642674,0.570111,1.072563,1.642674
500.103457,1.623767,0.564809,1.058957,1.623767
500.407265,1.575970,0.551257,1.024713,1.575970
501.241412,1.456869,0.516568,0.940301,1.456869
501.791924,1.386680,0.495524,0.891156,1.386680
501.927223,1.370335,0.490560,0.879775,1.370335
502.014734,1.359942,0.487391,0.872551,1.359942
502.130484,1.346407,0.483249,0.863158,1.346407
502.434292,1.311987,0.472639,0.839348,1.311987
503.268439,1.225077,0.445344,0.779734,1.225077
503.818951,1.173238,0.428684,0.744554,1.173238
503.954250,1.161116,0.424743,0.736373,1.161116
504.041761,1.153400,0.422224,0.731176,1.153400
504.157511,1.143344,0.418930,0.724413,1.143344
504.461319,1.117735,0.410478,0.707257,1.117735
505.295466,1.053000,0.388638,0.664362,1.053000
505.845978,1.014508,0.375238,0.639270,1.014508
505.981277,1.005542,0.372059,0.633482,1.005542
506.068788,0.999845,0.370027,0.629818,0.999845
506.184538,0.992432,0.367367,0.625065,0.992432
506.488346,0.973635,0.360531,0.613104,0.973635
507.322494,0.926872,0.342800,0.584072,0.926872
507.873005,0.899879,0.331871,0.568008,0.899879
508.008304,0.893718,0.329273,0.564445,0.893718
508.095815,0.889834,0.327611,0.562223,0.889834
508.211565,0.884816,0.325434,0.559382,0.884816
508.515374,0.872306,0.319832,0.552474,0.872306
509.349521,0.842939,0.305252,0.537688,0.842939
509.900032,0.827649,0.296229,0.531421,0.827649
510.035331,0.824399,0.294080,0.530319,0.824399
510.122842,0.822404,0.292704,0.529700,0.822404
510.238592,0.819895,0.290901,0.528994,0.819895
510.542401,0.814017,0.286256,0.527760,0.814017
511.376548,0.803146,0.274132,0.529014,0.803146
511.927059,0.800148,0.266602,0.533546,0.800148
512.062358,0.799905,0.264806,0.535100,0.799905
512.149869,0.799849,0.263655,0.536195,0.799849
512.265619,0.799896,0.262146,0.537750,0.799896
512.569428,0.800655,0.258255,0.542400,0.800655
513.403575,0.807098,0.248071,0.559027,0.807098
513.954086,0.814279,0.241727,0.572552,0.814279
514.089385,0.816318,0.240211,0.576107,0.816318
514.176896,0.817683,0.239240,0.578443,0.817683
514.292646,0.819538,0.237965,0.581573,0.819538
514.596455,0.824620,0.234676,0.589944,0.824620
515.430602,0.838924,0.226046,0.612878,0.838924
515.981113,0.847064,0.220655,0.626409,0.847064
516.116412,0.848708,0.219365,0.629343,0.848708
516.203923,0.849674,0.218538,0.631136,0.849674
516.319674,0.850821,0.217453,0.633368,0.850821
516.623482,0.853027,0.214649,0.638378,0.853027
517.457629,0.851413,0.207279,0.644134,0.851413
518.008140,0.842779,0.202663,0.640117,0.842779
518.143439,0.839649,0.201557,0.638092,0.839649
518.230950,0.837411,0.200848,0.636563,0.837411
518.346701,0.834195,0.199917,0.634279,0.834195
518.650509,0.824396,0.197510,0.626887,0.824396
519.484656,0.788352,0.191171,0.597182,0.788352
520.035167,0.758766,0.187192,0.571574,0.758766
520.170466,0.750988,0.186237,0.564751,0.750988
520.257977,0.745873,0.185625,0.560248,0.745873
520.373728,0.739017,0.184821,0.554196,0.739017
520.677536,0.720621,0.182742,0.537880,0.720621
521.511683,0.668637,0.177256,0.491382,0.668637
522.062194,0.634518,0.173805,0.460713,0.634518
522.197494,0.626277,0.172977,0.453300,0.626277
522.285004,0.620988,0.172446,0.448543,0.620988
522.400755,0.614047,0.171747,0.442299,0.614047
522.704563,0.596156,0.169941,0.426215,0.596156
523.538710,0.550002,0.165168,0.384835,0.550002
523.777305,0.537715,0.163851,0.373864,0.537715
524.089221,0.522316,0.162161,0.360155,0.522316
524.224521,0.515875,0.161438,0.354437,0.515875
524.312031,0.511788,0.160974,0.350813,0.511788
524.427782,0.506476,0.160365,0.346111,0.506476
524.731590,0.493047,0.158788,0.334259,0.493047
525.565737,0.459976,0.154616,0.305359,0.459976
526.116248,0.441092,0.151985,0.289107,0.441092
526.251548,0.436791,0.151353,0.285439,0.436791
526.339058,0.434078,0.150946,0.283132,0.434078
526.454809,0.430571,0.150413,0.280159,0.430571
526.758617,0.421799,0.149031,0.272767,0.421799
527.592764,0.400692,0.145374,0.255319,0.400692
528.143275,0.388902,0.143065,0.245836,0.388902
528.278575,0.386237,0.142511,0.243726,0.386237
528.366085,0.384559,0.142154,0.242405,0.384559
528.481836,0.382394,0.141686,0.240708,0.382394
528.785644,0.376993,0.140474,0.236519,0.376993
529.619791,0.364072,0.137267,0.226805,0.364072
530.170302,0.356898,0.135245,0.221653,0.356898
530.305602,0.355283,0.134760,0.220524,0.355283
530.393112,0.354269,0.134448,0.219821,0.354269
530.508863,0.352963,0.134039,0.218924,0.352963
530.812671,0.349723,0.132980,0.216743,0.349723
531.646818,0.342175,0.130189,0.211987,0.342175
532.197329,0.338257,0.128440,0.209817,0.338257
532.332629,0.337425,0.128021,0.209404,0.337425
532.420139,0.336915,0.127753,0.209162,0.336915
532.535890,0.336275,0.127401,0.208874,0.336275
532.839698,0.334787,0.126494,0.208293,0.334787
533.673845,0.332225,0.124127,0.208099,0.332225
534.224356,0.331904,0.122667,0.209237,0.331904
534.359656,0.332011,0.122321,0.209690,0.332011
534.447166,0.332122,0.122100,0.210022,0.332122
534.562917,0.332319,0.121811,0.210509,0.332319
