wavenumber,intensity
273.767514,0.094522
273.916776,0.094099
273.98815,0.093901
274.360846,0.092898
274.602902,0.092276
275.108724,0.09105
275.794541,0.089531
275.943803,0.089222
276.015177,0.089076
276.387873,0.088341
276.629929,0.087886
277.135751,0.08699
277.293867,0.086724
277.821568,0.085884
277.97083,0.085659
278.042204,0.085553
278.4149,0.085022
278.656956,0.084694
279.162778,0.084051
279.848595,0.083266
279.997857,0.083108
280.069231,0.083034
280.683983,0.082436
281.189805,0.081997
281.875622,0.081473
282.024884,0.081369
282.096258,0.081321
282.71101,0.080939
283.216832,0.080669
283.902649,0.080365
284.051911,0.080308
284.123285,0.080281
284.738037,0.080085
285.243859,0.079962
285.929676,0.07985
286.078938,0.079834
286.150312,0.079827
286.765064,0.079796
287.270886,0.079806
287.956703,0.07987
288.105965,0.079891
288.177339,0.079902
288.792091,0.080024
289.297913,0.080159
289.98373,0.080389
290.132992,0.080446
290.204366,0.080475
290.819118,0.080744
291.32494,0.080999
292.010757,0.081393
292.160019,0.081486
292.231394,0.081532
292.846145,0.081949
294.037784,0.082886
294.187046,0.083016
294.258421,0.083079
294.873172,0.083647
296.064811,0.084887
296.214074,0.085055
296.285448,0.085136
296.900199,0.085867
298.091838,0.087431
298.241101,0.087641
298.312475,0.087742
298.927226,0.088649
300.118865,0.090572
300.268128,0.090829
300.339502,0.090953
300.954254,0.092057
302.145892,0.094385
302.295155,0.094694
302.366529,0.094844
302.981281,0.096174
304.172919,0.098969
304.322182,0.09934
304.393556,0.099519
305.008308,0.101111
306.199946,0.104455
306.349209,0.104899
306.420583,0.105113
307.035335,0.107017
308.104297,0.110583
308.226974,0.111015
308.376236,0.111546
308.44761,0.111803
309.062362,0.114081
310.254001,0.118874
310.403263,0.119512
310.474637,0.11982
311.089389,0.122558
312.281028,0.128331
312.43029,0.129101
312.501664,0.129473
313.116416,0.132783
314.308055,0.139785
314.457317,0.140721
314.528691,0.141173
315.143443,0.145206
316.335082,0.153775
316.484344,0.154924
316.555718,0.15548
317.17047,0.160444
318.362109,0.171047
318.511371,0.172475
318.582745,0.173166
319.197497,0.179351
320.389136,0.192646
320.538398,0.194444
320.609772,0.195316
321.224524,0.203137
322.416163,0.220074
322.47916,0.221041
322.565425,0.222379
322.636799,0.223496
322.9313,0.228218
323.251551,0.233562
324.44319,0.255569
324.506187,0.256835
324.592452,0.258587
324.663826,0.260052
324.958327,0.266258
325.278578,0.27331
326.470217,0.30272
326.533214,0.304431
326.619479,0.306803
326.690853,0.308791
326.985354,0.317244
327.305605,0.326925
328.497244,0.368301
328.560241,0.370764
328.646506,0.37419
328.71788,0.377071
329.012381,0.389431
329.332632,0.40381
330.524271,0.468198
330.587268,0.47219
330.673533,0.47777
331.039408,0.503016
331.359659,0.527448
332.551298,0.643385
332.614295,0.650873
332.70056,0.661389
333.066435,0.70961
333.386686,0.757125
334.578325,0.988799
334.641322,1.003918
335.093462,1.122491
335.413713,1.218042
336.605352,1.672787
336.668349,1.701681
337.120489,1.924792
337.44074,2.100114
338.632379,2.884465
338.695376,2.931754
338.914727,3.10085
339.147516,3.287692
339.467767,3.556601
340.659406,4.65658
340.722403,4.717886
341.174543,5.16182
341.494794,5.476762
342.686433,6.572256
342.74943,6.623432
343.20157,6.958726
343.521821,7.155741
344.71346,7.500404
344.776457,7.499428
345.228597,7.434145
345.548848,7.328108
346.740487,6.573873
346.803484,6.521802
347.255624,6.12453
347.575875,5.824271
348.767514,4.659832
348.830511,4.598785
349.282651,4.168533
349.602902,3.874611
350.794541,2.889388
350.857538,2.842729
351.309678,2.524967
351.629929,2.318231
352.821568,1.679437
352.884565,1.651119
353.336705,1.462681
353.656956,1.344149
354.848595,0.997257
354.911592,0.98252
355.363732,0.885707
355.683983,0.825835
356.875622,0.653754
356.938619,0.646486
357.390759,0.598612
357.71101,0.568782
358.902649,0.480615
358.965646,0.476758
359.417786,0.450934
359.738037,0.43441
360.929676,0.382939
360.992674,0.380579
361.444814,0.364507
361.765064,0.353966
362.956703,0.319801
363.019701,0.318186
363.471841,0.30709
363.792091,0.299718
364.98373,0.275374
365.046728,0.274209
365.498868,0.26617
365.819118,0.260803
367.010757,0.242963
367.073755,0.242106
367.525895,0.236186
367.846145,0.23223
369.037784,0.219083
369.100782,0.218452
369.552922,0.214103
369.725156,0.212525
369.873172,0.211203
371.064811,0.201639
371.127809,0.201184
371.579949,0.198062
371.900199,0.195997
373.091838,0.189325
373.154836,0.189015
373.606976,0.186911
373.927226,0.185548
375.118865,0.181375
375.181863,0.181193
375.634003,0.18
375.954254,0.179276
377.145892,0.177454
377.20889,0.177397
377.66103,0.177101
377.981281,0.177018
379.172919,0.177665
379.235917,0.177744
379.688057,0.178445
380.008308,0.179095
381.199946,0.182758
381.262944,0.183012
381.715084,0.18504
382.035335,0.18671
383.226974,0.194993
383.289971,0.195539
383.742111,0.199844
384.062362,0.20335
385.254001,0.22072
385.316998,0.221871
385.769138,0.230986
386.089389,0.238453
387.281028,0.275689
387.344025,0.278156
387.796165,0.297636
388.116416,0.313483
388.50122,0.335039
389.308055,0.390408
389.371052,0.39537
389.823192,0.433945
