wavenumber,intensity
173.009495,0.14627
173.44146,0.144507
173.757372,0.143365
174.167305,0.14206
174.819604,0.14038
174.918597,0.140166
175.036522,0.139925
175.784399,0.138742
176.194332,0.138341
176.846631,0.138054
176.945624,0.138048
177.063549,0.138053
177.811426,0.138412
178.221359,0.138846
178.71788,0.139598
178.873658,0.139886
178.972651,0.140082
179.090576,0.140328
179.838454,0.142231
180.248386,0.143528
180.744907,0.145351
180.900685,0.14598
180.999678,0.146395
181.117603,0.146905
181.865481,0.150532
182.275413,0.152822
182.70056,0.155439
182.771934,0.155904
182.927712,0.156943
183.026705,0.157622
183.14463,0.15845
183.892508,0.164211
184.30244,0.167769
184.727587,0.171788
184.798961,0.172497
184.862578,0.173138
184.954739,0.174082
185.053732,0.175115
185.171657,0.176373
185.919535,0.185103
186.754614,0.196618
186.825988,0.197702
186.981766,0.20013
187.080759,0.201718
187.198684,0.203656
187.946562,0.217288
188.781641,0.235867
188.853015,0.237656
189.008794,0.241688
189.107786,0.244344
189.225711,0.247608
189.973589,0.27121
190.808668,0.305087
190.880042,0.308442
191.035821,0.316053
191.134814,0.321105
191.252738,0.327353
192.000616,0.37358
192.835695,0.441934
192.907069,0.448769
193.062848,0.464295
193.161841,0.474612
193.279765,0.487376
194.027643,0.581554
194.862722,0.7182
194.934096,0.731632
195.089875,0.761976
195.188868,0.782007
195.306792,0.806644
196.05467,0.983468
196.889749,1.225469
196.961123,1.248401
197.116902,1.299685
197.215895,1.333147
197.333819,1.373889
198.081697,1.653782
198.916776,2.005161
198.98815,2.036729
199.143929,2.106288
199.242922,2.150913
199.360846,2.204443
200.108724,2.548727
200.943803,2.922129
201.015177,2.9523
201.170956,3.016704
201.269949,3.056481
201.387873,3.102563
202.135751,3.352564
202.97083,3.514122
203.042204,3.520939
203.197983,3.531713
203.296976,3.535602
203.4149,3.537211
204.162778,3.471769
204.997857,3.259921
205.069231,3.236231
205.22501,3.182004
205.324003,3.145869
205.441927,3.101266
206.189805,2.788083
207.024884,2.406146
207.096258,2.373142
207.252037,2.301265
207.35103,2.255766
207.468954,2.201817
208.216832,1.870102
209.051911,1.532012
209.123285,1.505073
209.279064,1.447433
209.378057,1.411642
209.495981,1.369869
210.243859,1.127272
211.078938,0.902066
211.150312,0.884989
211.306091,0.848864
211.405084,0.826713
211.523008,0.801128
212.270886,0.65813
213.105965,0.533608
213.177339,0.524474
213.333118,0.50529
213.432111,0.493618
213.550035,0.48022
214.297913,0.406887
215.132992,0.344755
215.204366,0.340236
215.360145,0.330752
215.459138,0.324984
215.577062,0.318363
215.673008,0.313168
216.32494,0.281947
216.32494,0.281947
217.160019,0.250374
217.231394,0.248028
217.387172,0.243073
217.486165,0.240037
217.604089,0.236529
218.351967,0.216702
219.187046,0.198519
219.258421,0.19712
219.414199,0.194143
219.513192,0.192302
219.631116,0.190159
220.378994,0.177696
221.214074,0.165717
221.285448,0.164773
221.441226,0.162754
221.540219,0.161499
221.658143,0.16003
222.406021,0.151356
223.241101,0.142818
223.312475,0.142138
223.468253,0.14068
223.567246,0.139771
223.68517,0.138706
224.433048,0.132372
225.268128,0.12608
225.339502,0.125577
225.49528,0.124497
225.594273,0.123823
225.712197,0.123033
226.460075,0.118325
227.295155,0.113637
227.366529,0.113262
227.6213,0.111955
227.739224,0.111367
228.487102,0.107862
229.322182,0.104386
229.393556,0.104109
229.766251,0.10271
230.514129,0.100143
231.349209,0.097629
231.420583,0.09743
231.793278,0.096435
232.541156,0.094638
233.376236,0.092936
233.44761,0.092805
233.820305,0.092157
234.568183,0.091039
235.403263,0.090075
235.474637,0.090007
235.847332,0.089684
236.59521,0.089219
237.43029,0.088992
237.501664,0.088987
237.874359,0.089002
238.622237,0.089233
239.457317,0.089834
239.528691,0.089903
239.901386,0.090314
240.649264,0.091406
241.484344,0.093109
241.555718,0.093282
241.928414,0.094262
242.676291,0.096675
243.511371,0.100252
243.582745,0.100611
243.955441,0.10264
244.703318,0.10765
245.538398,0.115168
245.609772,0.115927
245.982468,0.120241
246.483438,0.127084
246.730345,0.130961
247.565425,0.147041
247.636799,0.148656
248.009495,0.157787
248.757372,0.180061
249.592452,0.212227
249.663826,0.215375
250.036522,0.232903
250.784399,0.273866
251.619479,0.329117
251.690853,0.334306
252.063549,0.36255
252.811426,0.42467
253.646506,0.50087
253.71788,0.507611
254.090576,0.543105
254.838454,0.614017
255.673533,0.686825
255.744907,0.692446
256.117603,0.719615
256.865481,0.760084
257.70056,0.776713
257.771934,0.776573
258.14463,0.771803
258.892508,0.742933
259.727587,0.685994
259.798961,0.680225
260.171657,0.648445
260.919535,0.579113
261.754614,0.49918
261.825988,0.492434
262.198684,0.457745
262.44074,0.43582
262.946562,0.391956
263.781641,0.326513
263.853015,0.321363
264.225711,0.295663
264.467767,0.280048
264.973589,0.250151
265.808668,0.208622
265.880042,0.205503
266.252738,0.190247
266.494794,0.181229
267.000616,0.164482
267.835695,0.142314
267.907069,0.140698
268.279765,0.132886
268.521821,0.128338
269.027643,0.120009
269.71346,0.110868
269.862722,0.109155
269.934096,0.108368
270.306792,0.104558
270.548848,0.102331
271.05467,0.098223
271.740487,0.09362
271.889749,0.092741
271.961123,0.092334
272.333819,0.090343
272.575875,0.08916
273.081697,0.086925
273.767514,0.084331
273.916776,0.083822
273.98815,0.083586
274.360846,0.082414
274.602902,0.081706
275.108724,0.080347
275.794541,0.078735
275.943803,0.078415
276.015177,0.078266
276.387873,0.077524
276.629929,0.077074
277.135751,0.076209
277.293867,0.075958
277.821568,0.075184
277.97083,0.074982
278.042204,0.074888
278.4149,0.074422
278.656956,0.074141
279.162778,0.073609
279.848595,0.072996
279.997857,0.072878
280.069231,0.072823
280.683983,0.072403
281.189805,0.072121
281.875622,0.071824
282.024884,0.071772
282.096258,0.071749
282.71101,0.071587
283.216832,0.071506
283.902649,0.071468
284.051911,0.07147
284.123285,0.071473
284.738037,0.071528
285.243859,0.071619
285.929676,0.071806
286.078938,0.071856
286.150312,0.071881
286.765064,0.072129
287.270886,0.072376
287.956703,0.072769
288.105965,0.072863
288.177339,0.07291
288.792091,0.073339
289.297913,0.073734
289.98373,0.074327
290.132992,0.074465
290.204366,0.074532
290.819118,0.075141
291.32494,0.075684
292.010757,0.07648
292.160019,0.076663
292.231394,0.076752
292.846145,0.077547
294.037784,0.079258
294.187046,0.079489
294.258421,0.079601
294.873172,0.080597
296.064811,0.082717
296.214074,0.083
296.285448,0.083137
296.900199,0.084358
298.091838,0.08694
298.241101,0.087284
298.312475,0.087451
298.927226,0.08893
300.118865,0.092049
300.268128,0.092464
300.339502,0.092665
300.954254,0.094449
302.145892,0.098207
302.295155,0.098708
302.366529,0.09895
302.981281,0.1011
304.172919,0.105635
304.322182,0.10624
304.393556,0.106532
305.008308,0.109132
306.199946,0.11463
306.349209,0.115365
306.420583,0.11572
307.035335,0.118883
308.104297,0.124866
308.226974,0.125595
308.376236,0.126494
308.44761,0.126928
309.062362,0.130809
310.254001,0.139081
310.403263,0.140194
310.474637,0.140732
311.089389,0.145545
312.281028,0.155863
312.43029,0.157256
312.501664,0.157931
313.116416,0.16398
314.308055,0.177039
314.457317,0.178812
314.528691,0.179671
315.143443,0.187397
316.335082,0.204221
316.484344,0.206519
316.555718,0.207635
317.17047,0.217707
318.362109,0.239896
318.511371,0.242958
318.582745,0.244447
319.197497,0.257973
320.389136,0.288402
320.538398,0.292681
320.609772,0.294768
321.224524,0.313982
322.416163,0.359079
322.47916,0.361824
322.565425,0.365652
322.636799,0.368882
322.9313,0.382846
323.251551,0.399307
324.44319,0.475662
324.506187,0.480521
324.592452,0.487336
324.663826,0.493119
324.958327,0.518452
325.278578,0.548953
326.470217,0.69693
326.533214,0.706592
326.619479,0.720174
326.690853,0.731724
326.985354,0.782545
327.305605,0.844037
328.497244,1.141315
328.560241,1.160486
328.646506,1.187364
328.71788,1.210157
329.012381,1.30969
329.332632,1.428395
330.524271,1.97503
330.587268,2.008794
330.673533,2.055843
331.039408,2.265884
331.359659,2.463611
332.551298,3.306203
332.614295,3.354938
332.70056,3.422252
333.066435,3.714502
333.386686,3.977661
334.578325,4.973349
334.641322,5.024633
335.093462,5.380445
335.413713,5.614355
336.605352,6.259535
336.668349,6.280594
337.120489,6.385124
337.44074,6.407265
338.632379,6.113509
338.695376,6.083
338.914727,5.966905
339.147516,5.828329
339.467767,5.615477
340.659406,4.680188
340.722403,4.627456
341.174543,4.247417
341.494794,3.979913
342.686433,3.040788
342.74943,2.994735
343.20157,2.677252
343.521821,2.467007
344.71346,1.797564
344.776457,1.767143
345.228597,1.562977
345.548848,1.432957
346.740487,1.045146
346.803484,1.028436
347.255624,0.918248
347.575875,0.849795
348.767514,0.652597
348.830511,0.64429
349.282651,0.589737
349.602902,0.555948
350.794541,0.45766
350.857538,0.453435
351.309678,0.425353
351.629929,0.407588
352.821568,0.353376
352.884565,0.350932
353.336705,0.334382
353.656956,0.323613
354.848595,0.289104
354.911592,0.287486
355.363732,0.276387
355.683983,0.269031
356.875622,0.244798
356.938619,0.243638
357.390759,0.235637
357.71101,0.230289
358.902649,0.212445
358.965646,0.211584
359.417786,0.205622
359.738037,0.201621
360.929676,0.188191
360.992674,0.18754
361.444814,0.183027
361.765064,0.179992
362.956703,0.169778
363.019701,0.169282
363.471841,0.165841
363.792091,0.163528
364.98373,0.155743
365.046728,0.155366
365.498868,0.152749
365.819118,0.150993
367.010757,0.145112
367.073755,0.144828
367.525895,0.142868
367.846145,0.141559
369.037784,0.13723
369.100782,0.137024
369.552922,0.135611
369.725156,0.135102
369.873172,0.134677
371.064811,0.131678
371.127809,0.13154
371.579949,0.130606
371.900199,0.130006
373.091838,0.128217
373.154836,0.128141
373.606976,0.127657
373.927226,0.127375
375.118865,0.126769
375.181863,0.126756
375.634003,0.126728
375.954254,0.126773
377.145892,0.127429
377.20889,0.127486
377.66103,0.127965
377.981281,0.128381
379.172919,0.130531
379.235917,0.130674
379.688057,0.131788
380.008308,0.132681
381.199946,0.136883
381.262944,0.137149
381.715084,0.139213
382.035335,0.140851
383.226974,0.148566
383.289971,0.14906
383.742111,0.152918
384.062362,0.156023
385.254001,0.171126
385.316998,0.172116
385.769138,0.179923
386.089389,0.186281
387.281028,0.217614
387.344025,0.219672
387.796165,0.235848
388.116416,0.248923
388.50122,0.266598
389.308055,0.311474
389.371052,0.315462
389.823192,0.346298
390.143443,0.370575
390.528247,0.402522
391.335082,0.47958
391.398079,0.48617
391.850219,0.535831
392.17047,0.573416
392.555274,0.621002
393.362109,0.727762
393.425106,0.736394
393.877246,0.799017
394.197497,0.843576
394.582301,0.896449
395.389136,0.999849
395.452133,1.007223
395.904273,1.055833
396.224524,1.08476
396.609328,1.112152
397.416163,1.138687
397.47916,1.138852
397.9313,1.131786
398.251551,1.11826
398.636355,1.093386
399.44319,1.015962
399.506187,1.008769
399.958327,0.953634
400.278578,0.911732
400.535586,0.877004
400.663382,0.859497
401.470217,0.748095
401.533214,0.73948
401.985354,0.678694
402.305605,0.637105
402.690409,0.589185
402.80616,0.575262
403.497244,0.497406
403.560241,0.490782
404.012381,0.445656
404.332632,0.41629
404.717436,0.383849
404.833187,0.37469
405.524271,0.325594
405.587268,0.321578
406.039408,0.29488
406.359659,0.278116
406.744463,0.260149
406.860214,0.255181
407.551298,0.229316
407.614295,0.227258
408.066435,0.213781
408.386686,0.205501
408.68398,0.198648
408.77149,0.196772
408.887241,0.194383
409.578325,0.182094
409.641322,0.181125
410.093462,0.1748
410.413713,0.170923
410.711007,0.16771
410.798517,0.166829
410.914268,0.165706
411.605352,0.159888
411.668349,0.159425
412.120489,0.156382
412.44074,0.154494
412.738034,0.152916
412.825544,0.152481
412.941295,0.151924
413.632379,0.149011
413.695376,0.148777
414.147516,0.147238
414.765061,0.145484
414.852571,0.145265
414.968322,0.144986
415.659406,0.143549
415.722403,0.143437
416.174543,0.142713
416.792088,0.141945
416.879598,0.141856
416.995349,0.141745
417.686433,0.14124
417.74943,0.141207
418.20157,0.141032
418.819115,0.140958
418.906625,0.140962
419.022376,0.140973
419.71346,0.141165
419.776457,0.141193
420.228597,0.141443
420.846142,0.141921
420.933652,0.142001
421.049403,0.142112
421.803484,0.14296
422.255624,0.143571
422.873169,0.144527
422.960679,0.144673
423.07643,0.144871
423.830511,0.146279
424.282651,0.147218
424.900196,0.148616
424.987706,0.148825
425.103457,0.149105
425.857538,0.151044
426.309678,0.152301
426.927223,0.154133
427.014734,0.154403
427.130484,0.154765
427.884565,0.157238
428.336705,0.158818
428.95425,0.161097
429.041761,0.161432
429.157511,0.161878
429.911592,0.164913
430.363732,0.166837
430.981277,0.169597
431.068788,0.170001
431.184538,0.170539
431.346016,0.1713
431.938619,0.174186
432.390759,0.17649
433.008304,0.179785
433.095815,0.180265
433.211565,0.180907
433.965646,0.185243
434.417786,0.187978
435.035331,0.191882
435.122842,0.192451
435.238592,0.193211
435.992674,0.198343
436.444814,0.201576
437.062358,0.206193
437.149869,0.206866
437.265619,0.207764
438.019701,0.213832
438.471841,0.217657
439.089385,0.223121
439.176896,0.223918
439.292646,0.224982
440.046728,0.232172
440.498868,0.23671
441.116412,0.243199
441.203923,0.244147
441.319674,0.245411
442.073755,0.253971
442.525895,0.259382
443.00814,0.265398
443.143439,0.267133
443.23095,0.268266
443.346701,0.269779
444.100782,0.280036
444.552922,0.286535
445.035167,0.293776
445.170466,0.295867
445.257977,0.297234
445.373728,0.29906
446.127809,0.311463
446.579949,0.319349
447.062194,0.328159
447.197494,0.330708
447.285004,0.332376
447.400755,0.334605
448.154836,0.3498
448.606976,0.359508
449.089221,0.370403
449.224521,0.373566
449.312031,0.375637
449.427782,0.378409
450.181863,0.397401
450.634003,0.409633
451.116248,0.423453
451.251548,0.427485
451.339058,0.43013
451.454809,0.433675
452.20889,0.458153
452.66103,0.474087
453.143275,0.492246
453.278575,0.497573
453.366085,0.501076
453.481836,0.505778
454.235917,0.538496
454.688057,0.559998
455.170302,0.58466
455.305602,0.59192
455.393112,0.596698
455.508863,0.60312
456.262944,0.647943
456.715084,0.677466
